2  523.363	7.190414e-02	1.693489e-01	-1.965422e+01	2.094992e+00	2.236074e+00	6.703717e+01	-1.944633e+01	7.074760e-01	1.230947e-01	
4  523.836	1.178847e-01	1.243622e-01	-1.879401e+01	2.274079e+00	2.242870e+00	6.664545e+01	-1.945795e+01	7.057246e-01	1.698318e-01	
2  523.947	1.178847e-01	1.243622e-01	-1.879401e+01	2.274079e+00	2.242870e+00	6.664545e+01	-1.946005e+01	7.057246e-01	1.698318e-01	
2  523.304	1.024810e-01	1.415878e-01	-1.989727e+01	2.335755e+00	2.237399e+00	6.720690e+01	-1.944167e+01	7.048896e-01	1.534426e-01	
2  523.595	8.549252e-02	1.603033e-01	-2.057926e+01	3.096672e+00	2.233639e+00	6.704979e+01	-1.944575e+01	7.030067e-01	1.366096e-01	
6  523.677	9.266234e-02	1.564022e-01	-1.989246e+01	2.398776e+00	2.237784e+00	6.741262e+01	-1.943293e+01	7.001964e-01	1.433219e-01	
2  523.338	1.196728e-01	1.238414e-01	-2.022132e+01	1.370444e+00	2.244936e+00	6.773500e+01	-1.942536e+01	7.060726e-01	1.700072e-01	
7  525.514	1.196728e-01	1.238414e-01	-2.022132e+01	1.370444e+00	2.244936e+00	6.773500e+01	-1.943208e+01	7.060726e-01	1.700072e-01	
16  523.364	1.196728e-01	1.238414e-01	-2.022132e+01	1.370444e+00	2.244936e+00	6.773500e+01	-1.942555e+01	7.060726e-01	1.700072e-01	
3  523.275	1.250567e-01	1.179209e-01	-1.932504e+01	2.530159e+00	2.240252e+00	6.789296e+01	-1.942070e+01	7.069452e-01	1.750555e-01	
2  523.722	1.174244e-01	1.199672e-01	-1.859641e+01	2.696595e+00	2.237088e+00	6.821087e+01	-1.941333e+01	7.130649e-01	1.668902e-01	
1  523.571	1.174244e-01	1.199672e-01	-1.859641e+01	2.696595e+00	2.237088e+00	6.821087e+01	-1.941058e+01	7.130649e-01	1.668902e-01	
9  524.955	1.849005e-01	6.172280e-02	-1.734442e+01	3.273439e+00	2.243389e+00	6.886584e+01	-1.938548e+01	7.046382e-01	2.335628e-01	
1  525.073	1.282511e-01	1.113142e-01	-1.763373e+01	3.415539e+00	2.243793e+00	6.918874e+01	-1.937865e+01	7.121417e-01	1.764686e-01	
4  524.091	8.831183e-02	1.501472e-01	-1.761840e+01	2.985853e+00	2.243681e+00	6.871649e+01	-1.939415e+01	7.125842e-01	1.371920e-01	
6  524.058	1.413382e-01	9.640577e-02	-1.730245e+01	2.573734e+00	2.230651e+00	6.828151e+01	-1.940832e+01	7.129531e-01	1.905636e-01	
